9.913397459621556607e+01 1.132233264689162626e-02
9.916861561236694911e+01 1.731760389827446608e-02
9.920325662851831794e+01 2.628196838094857407e-02
9.923789764466970098e+01 3.781313301924006665e-02
9.927253866082106981e+01 5.445797672205620471e-02
9.930717967697245285e+01 7.548899619981731812e-02
9.934182069312383589e+01 1.023289598129910744e-01
9.937646170927520473e+01 1.377042259227855003e-01
9.941110272542658777e+01 1.776247133127617506e-01
9.944574374157795660e+01 2.289833586906497576e-01
9.948038475772933964e+01 2.877469390056618392e-01
9.951502577388072268e+01 3.520102851272398081e-01
9.954966679003209151e+01 4.311424723172791462e-01
9.958430780618347455e+01 5.093898779373785546e-01
9.961894882233484338e+01 5.985504426763216257e-01
9.965358983848622643e+01 6.953201339906034395e-01
9.968823085463760947e+01 7.837771877403293397e-01
9.972287187078897830e+01 8.864944466504054432e-01
9.975751288694036134e+01 9.770098977346830527e-01
9.979215390309173017e+01 1.060235364257490209e+00
9.982679491924311321e+01 1.151180910822607872e+00
9.986143593539449625e+01 1.212270432656447294e+00
9.989607695154586509e+01 1.271444182743728168e+00
9.993071796769724813e+01 1.319931149019659467e+00
9.996535898384861696e+01 1.333222429861997016e+00
1.000000000000000000e+02 1.353708134178851719e+00
1.000346410161513830e+02 1.343602967459011976e+00
1.000692820323027519e+02 1.308629976623250535e+00
1.001039230484541349e+02 1.278259242239958349e+00
1.001385640646055037e+02 1.212093682040996212e+00
1.001732050807568868e+02 1.136342062729427838e+00
1.002078460969082698e+02 1.070498622564420854e+00
1.002424871130596387e+02 9.720911543558370393e-01
1.002771281292110217e+02 8.857868689341389379e-01
1.003117691453623905e+02 7.895198795632928368e-01
1.003464101615137736e+02 6.889339145058822611e-01
1.003810511776651566e+02 6.026901293855738695e-01
1.004156921938165254e+02 5.101420797025287834e-01
1.004503332099679085e+02 4.280491256358187613e-01
1.004849742261192773e+02 3.555418342364383144e-01
1.005196152422706604e+02 2.848294131076939961e-01
1.005542562584220434e+02 2.305112299322402414e-01
1.005888972745734122e+02 1.783817997413952861e-01
1.006235382907247953e+02 1.362063913897119394e-01
1.006581793068761641e+02 1.035056258842039639e-01
1.006928203230275471e+02 7.503838704921039771e-02
1.007274613391789302e+02 5.430457645720707799e-02
1.007621023553302990e+02 3.815325757243332588e-02
1.007967433714816821e+02 2.589160644469011563e-02
1.008313843876330509e+02 1.756513859673236241e-02
1.008660254037844339e+02 1.123070675286871704e-02
9.971132486540518869e+01 8.518206757072539492e-01
9.973538112662141941e+01 9.174430756609623927e-01
9.975943738783766435e+01 9.817356686660768661e-01
9.978349364905389507e+01 1.043439305393002448e+00
9.980754991027012579e+01 1.101493654139696021e+00
9.983160617148635652e+01 1.155508410382285911e+00
9.985566243270258724e+01 1.204340909697209971e+00
9.987971869391883217e+01 1.246849439239175794e+00
9.990377495513506290e+01 1.282828740726810191e+00
9.992783121635129362e+01 1.311723291330894048e+00
9.995188747756753855e+01 1.332331248770467269e+00
9.997594373878376928e+01 1.345016527124984318e+00
1.000000000000000000e+02 1.349423583951447903e+00
1.000240562612162307e+02 1.344974123008480182e+00
1.000481125224324614e+02 1.332399611481196455e+00
1.000721687836487064e+02 1.311699520919733297e+00
1.000962250448649371e+02 1.282735951573801270e+00
1.001202813060811678e+02 1.246907824917354413e+00
1.001443375672974128e+02 1.204276122553060269e+00
1.001683938285136435e+02 1.155400855728026421e+00
1.001924500897298742e+02 1.101591246610323260e+00
1.002165063509461049e+02 1.043406706317542287e+00
1.002405626121623357e+02 9.816056381524649321e-01
1.002646188733785806e+02 9.175747921061851997e-01
1.002886751345948113e+02 8.517126208345140448e-01
